experiment,table,function,errorbound,width,time,sqltime,ssim,memory(GB)
OM3,synthetic64m,L2LN,0,600,0.599,0.13,0.9756,0.5784645080566406
OM3,synthetic64m,L2LN,0,800,0.706,0.128,0.9781,0.6480827331542969
OM3,synthetic64m,max,0,1000,0.803,0.179,0.9996,0.6506271362304688
OM3,synthetic64m,max,0,1200,0.862,0.185,0.9997,0.6552085876464844
OM3,synthetic64m,max,0,200,0.403,0.041,0.9991,0.644256591796875
OM3,synthetic64m,max,0,400,0.485,0.067,0.9994,0.6448249816894531
OM3,synthetic64m,max,0,600,0.604,0.111,0.9996,0.5803947448730469
OM3,synthetic64m,max,0,800,0.705,0.138,0.9997,0.6480712890625
OM3,synthetic64m,mean,0,1000,0.78,0.173,0.9648,0.6502037048339844
OM3,synthetic64m,mean,0,1200,0.868,0.22,0.9673,0.6498527526855469
OM3,synthetic64m,mean,0,200,0.38,0.059,0.9367,0.644256591796875
OM3,synthetic64m,mean,0,400,0.493,0.071,0.9491,0.6448249816894531
OM3,synthetic64m,mean,0,600,0.606,0.129,0.957,0.5784645080566406
OM3,synthetic64m,mean,0,800,0.688,0.146,0.9609,0.6480712890625
OM3,synthetic64m,minus,0,1000,0.411,0.143,0.9758,0.4593162536621094
OM3,synthetic64m,minus,0,1200,0.497,0.191,0.9812,0.4608306884765625
OM3,synthetic64m,minus,0,200,0.184,0.035,0.9471,0.456878662109375
OM3,synthetic64m,minus,0,400,0.243,0.068,0.9607,0.45731353759765625
OM3,synthetic64m,minus,0,600,0.294,0.118,0.9701,0.39168548583984375
OM3,synthetic64m,minus,0,800,0.348,0.138,0.9646,0.4589347839355469
OM3,synthetic64m,multi,0,1000,0.408,0.144,0.9781,0.4593162536621094
OM3,synthetic64m,multi,0,1200,0.491,0.19,0.979,0.4608306884765625
OM3,synthetic64m,multi,0,200,0.185,0.035,0.9479,0.456878662109375
OM3,synthetic64m,multi,0,400,0.241,0.068,0.963,0.45731353759765625
OM3,synthetic64m,multi,0,600,0.315,0.108,0.9738,0.3917808532714844
OM3,synthetic64m,multi,0,800,0.348,0.134,0.9663,0.4589347839355469
OM3,synthetic64m,plus,0,1000,0.416,0.145,0.9733,0.4593162536621094
OM3,synthetic64m,plus,0,1200,0.487,0.191,0.9774,0.4608306884765625
OM3,synthetic64m,plus,0,200,0.193,0.046,0.9506,0.456878662109375
OM3,synthetic64m,plus,0,400,0.248,0.071,0.9554,0.45731353759765625
OM3,synthetic64m,plus,0,600,0.293,0.116,0.9683,0.39168548583984375
OM3,synthetic64m,plus,0,800,0.367,0.134,0.9645,0.45876312255859375
OM3,synthetic64m,variance,0,1000,0.797,0.172,0.9648,0.650421142578125
OM3,synthetic64m,variance,0,1200,0.874,0.204,0.9663,0.6556396484375
OM3,synthetic64m,variance,0,200,0.385,0.041,0.9334,0.6443901062011719
OM3,synthetic64m,variance,0,400,0.49,0.068,0.9497,0.6448249816894531
OM3,synthetic64m,variance,0,600,0.608,0.11,0.9569,0.5784645080566406
OM3,synthetic64m,variance,0,800,0.681,0.127,0.9613,0.6480712890625
OM3,synthetic64m,weightsum,0,1000,0.798,0.159,0.9668,0.6502113342285156
OM3,synthetic64m,weightsum,0,1200,0.893,0.207,0.9686,0.6498641967773438
OM3,synthetic64m,weightsum,0,200,0.404,0.06,0.9407,0.6442642211914062
OM3,synthetic64m,weightsum,0,400,0.488,0.067,0.9532,0.6448326110839844
OM3,synthetic64m,weightsum,0,600,0.604,0.11,0.9602,0.5788078308105469
OM3,synthetic64m,weightsum,0,800,0.696,0.128,0.9637,0.6480789184570312
OM3,synthetic8m,boxcox0,0,1000,0.164,0.094,1.0,0.35504150390625
OM3,synthetic8m,boxcox0,0,1200,0.187,0.101,1.0,0.3554840087890625
OM3,synthetic8m,boxcox0,0,200,0.045,0.021,1.0,0.3734397888183594
OM3,synthetic8m,boxcox0,0,400,0.058,0.035,1.0,0.373687744140625
OM3,synthetic8m,boxcox0,0,600,0.087,0.052,1.0,0.2853431701660156
OM3,synthetic8m,boxcox0,0,800,0.133,0.075,1.0,0.3745574951171875
OM3,synthetic8m,devide,0,1000,0.241,0.106,0.9984,0.3807716369628906
OM3,synthetic8m,devide,0,1200,0.26,0.112,0.9988,0.3823280334472656
OM3,synthetic8m,devide,0,200,0.047,0.024,0.9941,0.37737274169921875
OM3,synthetic8m,devide,0,400,0.085,0.042,0.996,0.3776206970214844
OM3,synthetic8m,devide,0,600,0.125,0.061,0.9971,0.30001068115234375
OM3,synthetic8m,devide,0,800,0.178,0.089,0.9977,0.3798942565917969
OM3,synthetic8m,func1,0,1000,0.173,0.092,1.0,0.3604240417480469
OM3,synthetic8m,func1,0,1200,0.204,0.104,1.0,0.36917877197265625
OM3,synthetic8m,func1,0,200,0.051,0.037,1.0,0.3626365661621094
OM3,synthetic8m,func1,0,400,0.084,0.054,1.0,0.3626518249511719
OM3,synthetic8m,func1,0,600,0.143,0.078,1.0,0.2845649719238281
OM3,synthetic8m,func1,0,800,0.14,0.078,1.0,0.3599815368652344
OM3,synthetic8m,L2,0,1000,0.43,0.124,0.9774,0.4139366149902344
OM3,synthetic8m,L2,0,1200,0.474,0.121,0.979,0.4127311706542969
OM3,synthetic8m,L2,0,200,0.083,0.028,0.9603,0.4087104797363281
OM3,synthetic8m,L2,0,400,0.154,0.053,0.9684,0.4096107482910156
OM3,synthetic8m,L2,0,600,0.233,0.086,0.9724,0.34394073486328125
OM3,synthetic8m,L2,0,800,0.309,0.103,0.9753,0.4127922058105469
OM3,synthetic8m,L22,0,1000,0.224,0.109,0.8825,0.37172698974609375
OM3,synthetic8m,L22,0,1200,0.264,0.11,0.8839,0.37328338623046875
OM3,synthetic8m,L22,0,200,0.037,0.019,0.88,0.4129066467285156
OM3,synthetic8m,L22,0,400,0.086,0.042,0.8804,0.4132804870605469
OM3,synthetic8m,L22,0,600,0.14,0.06,0.8822,0.3210487365722656
OM3,synthetic8m,L22,0,800,0.182,0.091,0.8824,0.4119987487792969
OM3,synthetic8m,L2LN,0,1000,0.435,0.129,0.9835,0.4139518737792969
OM3,synthetic8m,L2LN,0,1200,0.467,0.128,0.9844,0.4127464294433594
OM3,synthetic8m,L2LN,0,200,0.11,0.029,0.972,0.40090179443359375
OM3,synthetic8m,L2LN,0,400,0.161,0.055,0.9772,0.4096260070800781
OM3,synthetic8m,L2LN,0,600,0.232,0.088,0.9802,0.35817718505859375
OM3,synthetic8m,L2LN,0,800,0.305,0.104,0.9821,0.4128074645996094
OM3,synthetic8m,max,0,1000,0.434,0.129,0.9996,0.4139366149902344
OM3,synthetic8m,max,0,1200,0.465,0.117,0.9996,0.4140777587890625
OM3,synthetic8m,max,0,200,0.101,0.031,0.9987,0.4087066650390625
OM3,synthetic8m,max,0,400,0.166,0.057,0.999,0.4096107482910156
OM3,synthetic8m,max,0,600,0.236,0.09,0.9993,0.32062530517578125
OM3,synthetic8m,max,0,800,0.308,0.102,0.9995,0.4127960205078125
OM3,synthetic8m,mean,0,1000,0.431,0.125,0.9711,0.413848876953125
OM3,synthetic8m,mean,0,1200,0.47,0.122,0.9737,0.4126434326171875
OM3,synthetic8m,mean,0,200,0.103,0.029,0.9506,0.40081024169921875
OM3,synthetic8m,mean,0,400,0.16,0.058,0.9611,0.40952301025390625
OM3,synthetic8m,mean,0,600,0.225,0.086,0.9652,0.3243598937988281
OM3,synthetic8m,mean,0,800,0.291,0.098,0.9682,0.4127044677734375
OM3,synthetic8m,minus,0,1000,0.244,0.108,0.9724,0.37932586669921875
OM3,synthetic8m,minus,0,1200,0.263,0.111,0.9741,0.38088226318359375
OM3,synthetic8m,minus,0,200,0.048,0.021,0.9517,0.3773460388183594
OM3,synthetic8m,minus,0,400,0.084,0.041,0.9625,0.3776206970214844
OM3,synthetic8m,minus,0,600,0.121,0.059,0.9665,0.2925376892089844
OM3,synthetic8m,minus,0,800,0.169,0.086,0.9703,0.3798942565917969
OM3,synthetic8m,multi,0,1000,0.239,0.105,0.9814,0.3807716369628906
OM3,synthetic8m,multi,0,1200,0.275,0.116,0.9822,0.3823280334472656
OM3,synthetic8m,multi,0,200,0.044,0.023,0.9608,0.37737274169921875
OM3,synthetic8m,multi,0,400,0.083,0.042,0.9711,0.3776206970214844
OM3,synthetic8m,multi,0,600,0.121,0.059,0.9737,0.301666259765625
OM3,synthetic8m,multi,0,800,0.173,0.087,0.9792,0.3798942565917969
OM3,synthetic8m,plus,0,1000,0.221,0.108,0.9829,0.3792991638183594
OM3,synthetic8m,plus,0,1200,0.263,0.105,0.9835,0.3808555603027344
OM3,synthetic8m,plus,0,200,0.052,0.02,0.969,0.3630332946777344
OM3,synthetic8m,plus,0,400,0.098,0.044,0.9755,0.3712043762207031
OM3,synthetic8m,plus,0,600,0.155,0.061,0.9789,0.30257415771484375
OM3,synthetic8m,plus,0,800,0.19,0.097,0.9811,0.3806304931640625
OM3,synthetic8m,variance,0,1000,0.427,0.127,0.9697,0.413848876953125
OM3,synthetic8m,variance,0,1200,0.489,0.114,0.9722,0.41442108154296875
OM3,synthetic8m,variance,0,200,0.083,0.027,0.9471,0.40862274169921875
OM3,synthetic8m,variance,0,400,0.159,0.056,0.9591,0.40952301025390625
OM3,synthetic8m,variance,0,600,0.239,0.088,0.9644,0.3465423583984375
OM3,synthetic8m,variance,0,800,0.305,0.096,0.9682,0.4111175537109375
OM3,synthetic8m,weightsum,0,1000,0.451,0.131,0.9729,0.4139404296875
OM3,synthetic8m,weightsum,0,1200,0.475,0.121,0.9745,0.4129066467285156
OM3,synthetic8m,weightsum,0,200,0.081,0.025,0.9508,0.4087104797363281
OM3,synthetic8m,weightsum,0,400,0.154,0.055,0.9625,0.4096107482910156
OM3,synthetic8m,weightsum,0,600,0.235,0.09,0.9668,0.32077789306640625
OM3,synthetic8m,weightsum,0,800,0.306,0.101,0.9706,0.4127922058105469
OM3,traffic,boxcox0,0,1000,0.135,0.074,1.0,0.17368698120117188
OM3,traffic,boxcox0,0,1200,0.165,0.093,1.0,0.18052291870117188
OM3,traffic,boxcox0,0,200,0.048,0.03,1.0,0.16768646240234375
OM3,traffic,boxcox0,0,400,0.052,0.036,1.0,0.16944503784179688
OM3,traffic,boxcox0,0,600,0.073,0.049,1.0,0.28326416015625
OM3,traffic,boxcox0,0,800,0.118,0.058,0.9999,0.17184829711914062
OM3,traffic,devide,0,1000,0.175,0.084,0.866,0.20587921142578125
OM3,traffic,devide,0,1200,0.187,0.088,0.8566,0.20878982543945312
OM3,traffic,devide,0,200,0.036,0.019,0.8852,0.21136474609375
OM3,traffic,devide,0,400,0.078,0.041,0.883,0.20977783203125
OM3,traffic,devide,0,600,0.104,0.052,0.8891,0.3275146484375
OM3,traffic,devide,0,800,0.161,0.065,0.8795,0.2043304443359375
OM3,traffic,func1,0,1000,0.145,0.077,1.0,0.15799713134765625
OM3,traffic,func1,0,1200,0.155,0.086,1.0,0.17222976684570312
OM3,traffic,func1,0,200,0.068,0.032,1.0,0.11000442504882812
OM3,traffic,func1,0,400,0.105,0.038,0.9999,0.12061691284179688
OM3,traffic,func1,0,600,0.095,0.06,1.0,0.28228759765625
OM3,traffic,func1,0,800,0.108,0.07,1.0,0.14059829711914062
OM3,traffic,L2,0,1000,0.52,0.11,0.807,0.5334320068359375
OM3,traffic,L2,0,1200,0.541,0.122,0.7914,0.5370407104492188
OM3,traffic,L2,0,200,0.105,0.028,0.8717,0.4656219482421875
OM3,traffic,L2,0,400,0.207,0.058,0.8646,0.4763603210449219
OM3,traffic,L2,0,600,0.294,0.088,0.8714,0.3774604797363281
OM3,traffic,L2,0,800,0.377,0.103,0.8499,0.4974327087402344
OM3,traffic,L22,0,1000,0.161,0.076,0.8771,0.49362945556640625
OM3,traffic,L22,0,1200,0.191,0.095,0.8161,0.4979972839355469
OM3,traffic,L22,0,200,0.022,0.012,0.9474,0.4895782470703125
OM3,traffic,L22,0,400,0.048,0.028,0.9552,0.4895782470703125
OM3,traffic,L22,0,600,0.081,0.045,0.9528,0.3779411315917969
OM3,traffic,L22,0,800,0.125,0.065,0.9339,0.49109649658203125
OM3,traffic,L2LN,0,1000,0.327,0.091,0.803,0.5799446105957031
OM3,traffic,L2LN,0,1200,0.391,0.099,0.7754,0.5824317932128906
OM3,traffic,L2LN,0,200,0.111,0.034,0.8837,0.5077629089355469
OM3,traffic,L2LN,0,400,0.192,0.065,0.887,0.5181808471679688
OM3,traffic,L2LN,0,600,0.244,0.091,0.8931,0.3787803649902344
OM3,traffic,L2LN,0,800,0.28,0.087,0.8564,0.5627365112304688
OM3,traffic,max,0,1000,0.522,0.125,0.9083,0.4623603820800781
OM3,traffic,max,0,1200,0.626,0.123,0.9156,0.4626045227050781
OM3,traffic,max,0,200,0.11,0.028,0.9447,0.47332000732421875
OM3,traffic,max,0,400,0.209,0.061,0.9434,0.4737129211425781
OM3,traffic,max,0,600,0.292,0.082,0.9439,0.38028717041015625
OM3,traffic,max,0,800,0.411,0.098,0.9279,0.4934349060058594
OM3,traffic,mean,0,1000,0.732,0.13,0.7911,0.33455657958984375
OM3,traffic,mean,0,1200,0.645,0.134,0.7614,0.3610115051269531
OM3,traffic,mean,0,200,0.137,0.037,0.8689,0.213409423828125
OM3,traffic,mean,0,400,0.233,0.066,0.8678,0.217010498046875
OM3,traffic,mean,0,600,0.374,0.093,0.8749,0.3767356872558594
OM3,traffic,mean,0,800,0.433,0.112,0.851,0.3174324035644531
OM3,traffic,minus,0,1000,0.171,0.082,0.8305,0.207733154296875
OM3,traffic,minus,0,1200,0.186,0.088,0.8103,0.21002578735351562
OM3,traffic,minus,0,200,0.033,0.019,0.8854,0.18738937377929688
OM3,traffic,minus,0,400,0.076,0.04,0.8682,0.19367599487304688
OM3,traffic,minus,0,600,0.108,0.052,0.8635,0.3019981384277344
OM3,traffic,minus,0,800,0.158,0.065,0.8463,0.20604324340820312
OM3,traffic,multi,0,1000,0.189,0.072,0.921,0.2104339599609375
OM3,traffic,multi,0,1200,0.19,0.087,0.9069,0.20935821533203125
OM3,traffic,multi,0,200,0.038,0.021,0.9058,0.20560073852539062
OM3,traffic,multi,0,400,0.076,0.036,0.9339,0.20581817626953125
OM3,traffic,multi,0,600,0.1,0.052,0.9338,0.3125877380371094
OM3,traffic,multi,0,800,0.156,0.066,0.9286,0.20695114135742188
OM3,traffic,plus,0,1000,0.163,0.068,0.9229,0.18609619140625
OM3,traffic,plus,0,1200,0.185,0.084,0.8989,0.18738937377929688
OM3,traffic,plus,0,200,0.053,0.022,0.9249,0.18068313598632812
OM3,traffic,plus,0,400,0.086,0.04,0.9429,0.18217849731445312
OM3,traffic,plus,0,600,0.102,0.053,0.9382,0.2915611267089844
OM3,traffic,plus,0,800,0.149,0.074,0.9306,0.18396759033203125
OM3,traffic,variance,0,1000,0.502,0.105,0.8008,0.49573516845703125
OM3,traffic,variance,0,1200,0.626,0.132,0.797,0.47332000732421875
OM3,traffic,variance,0,200,0.128,0.036,0.8365,0.3809547424316406
OM3,traffic,variance,0,400,0.239,0.064,0.8265,0.4261016845703125
OM3,traffic,variance,0,600,0.338,0.086,0.8392,0.3783302307128906
OM3,traffic,variance,0,800,0.504,0.129,0.8183,0.49201202392578125
OM3,traffic,weightsum,0,1000,0.329,0.093,0.8706,0.49149322509765625
OM3,traffic,weightsum,0,1200,0.415,0.101,0.8496,0.4939918518066406
OM3,traffic,weightsum,0,200,0.144,0.033,0.9313,0.4893608093261719
OM3,traffic,weightsum,0,400,0.208,0.062,0.9254,0.4906654357910156
OM3,traffic,weightsum,0,600,0.279,0.083,0.9273,0.3774604797363281
OM3,traffic,weightsum,0,800,0.304,0.095,0.8955,0.4934806823730469
