method,data,errorbound,function,width,iterations,time(s),error,nodecount,memory(GB)
our-cpp,synthetic1m,0.05,mean,200,2,0.022,0.0315,12753,0.0969085693359375
our-cpp,synthetic1m,0.05,mean,400,2,0.014,0.0247,24123,0.0969085693359375
our-cpp,synthetic1m,0.05,mean,600,1,0.014,0.0307,27115,0.0969085693359375
our-cpp,synthetic1m,0.05,mean,800,1,0.018,0.046,34021,0.0969085693359375
our-cpp,synthetic1m,0.05,mean,1000,1,0.022,0.0255,41264,0.09734725952148438
our-cpp,synthetic1m,0.05,mean,1200,1,0.025,0.0246,48249,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,200,2,0.009,0.0496,13936,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,400,2,0.015,0.0432,24174,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,600,1,0.019,0.0463,27425,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,800,2,0.03,0.0235,42471,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,1000,1,0.03,0.0313,41360,0.09835433959960938
our-cpp,synthetic1m,0.05,variance,1200,1,0.036,0.0454,49435,0.09835433959960938
our-cpp,synthetic1m,0.05,max,200,0,0.004,0.0303,5745,0.09860610961914062
our-cpp,synthetic1m,0.05,max,400,0,0.006,0.0215,10685,0.09860610961914062
our-cpp,synthetic1m,0.05,max,600,0,0.008,0.0162,15245,0.09860610961914062
our-cpp,synthetic1m,0.05,max,800,0,0.011,0.0153,19719,0.09860610961914062
our-cpp,synthetic1m,0.05,max,1000,0,0.013,0.0136,24109,0.09860610961914062
our-cpp,synthetic1m,0.05,max,1200,0,0.015,0.0116,28143,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,200,1,0.006,0.0355,10422,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,400,1,0.01,0.0271,18541,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,600,1,0.015,0.0247,26868,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,800,1,0.018,0.0224,35825,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,1000,0,0.015,0.0399,24109,0.09860610961914062
our-cpp,synthetic1m,0.05,L2,1200,0,0.018,0.0435,28143,0.09885787963867188
our-cpp,synthetic1m,0.05,weightsum,200,1,0.006,0.0315,9790,0.09910964965820312
our-cpp,synthetic1m,0.05,weightsum,400,1,0.01,0.0234,19686,0.09910964965820312
our-cpp,synthetic1m,0.05,weightsum,600,1,0.014,0.0177,27716,0.09910964965820312
our-cpp,synthetic1m,0.05,weightsum,800,1,0.019,0.0155,35359,0.09910964965820312
our-cpp,synthetic1m,0.05,weightsum,1000,0,0.015,0.044,24109,0.09910964965820312
our-cpp,synthetic1m,0.05,weightsum,1200,1,0.026,0.0135,49130,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,200,1,0.003,0.01,3921,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,400,1,0.006,0.007,7176,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,600,1,0.009,0.0061,10439,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,800,0,0.008,0.0436,7887,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,1000,0,0.01,0.0428,9643,0.09910964965820312
our-cpp,synthetic1m,0.05,L22,1200,0,0.011,0.0366,11257,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,200,1,0.006,0.03,10914,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,400,1,0.011,0.0241,19683,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,600,0,0.01,0.047,15245,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,800,0,0.013,0.0451,19719,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,1000,0,0.017,0.0457,24109,0.09910964965820312
our-cpp,synthetic1m,0.05,L2LN,1200,0,0.018,0.0354,28143,0.09936141967773438
our-cpp,synthetic1m,0.01,func1,200,0,0.002,0.0,1149,0.09961318969726562
our-cpp,synthetic1m,0.01,func1,400,0,0.003,0.0,2137,0.09961318969726562
our-cpp,synthetic1m,0.01,func1,600,0,0.005,0.0,3049,0.09961318969726562
our-cpp,synthetic1m,0.01,func1,800,0,0.006,0.0,3943,0.09961318969726562
our-cpp,synthetic1m,0.01,func1,1000,0,0.008,0.0,4821,0.09961318969726562
our-cpp,synthetic1m,0.01,func1,1200,0,0.009,0.0,5628,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,200,0,0.002,0.0,1149,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,400,0,0.003,0.0,2137,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,600,0,0.005,0.0,3049,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,800,0,0.006,0.0,3943,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,1000,0,0.008,0.0,4821,0.09961318969726562
our-cpp,synthetic1m,0.01,boxcox0,1200,0,0.009,0.0,5628,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,200,2,0.003,0.0073,4714,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,400,2,0.006,0.006,8860,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,600,2,0.009,0.0039,12130,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,800,1,0.009,0.0095,13010,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,1000,1,0.012,0.0091,15729,0.09961318969726562
our-cpp,synthetic1m,0.01,plus,1200,1,0.013,0.0082,18531,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,200,2,0.003,0.0074,4946,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,400,2,0.006,0.0054,9002,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,600,2,0.009,0.0048,12732,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,800,2,0.012,0.0038,15778,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,1000,2,0.014,0.0036,18905,0.09961318969726562
our-cpp,synthetic1m,0.01,minus,1200,1,0.014,0.0095,18155,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,200,2,0.004,0.0046,4811,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,400,1,0.006,0.0095,7004,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,600,1,0.008,0.0065,10318,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,800,1,0.011,0.0059,13234,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,1000,1,0.013,0.0055,15652,0.09961318969726562
our-cpp,synthetic1m,0.01,multi,1200,1,0.014,0.0039,18431,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,200,1,0.003,0.0015,4157,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,400,1,0.005,0.0007,7205,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,600,1,0.008,0.0006,10099,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,800,1,0.011,0.0004,13179,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,1000,1,0.013,0.0004,15829,0.09961318969726562
our-cpp,synthetic1m,0.01,devide,1200,1,0.014,0.0003,18429,0.09961318969726562
our-cpp,synthetic1m,0.01,mean,200,7,0.011,0.0082,21060,0.09961318969726562
our-cpp,synthetic1m,0.01,mean,400,6,0.018,0.0083,37106,0.09961318969726562
our-cpp,synthetic1m,0.01,mean,600,5,0.024,0.0077,48308,0.09961318969726562
our-cpp,synthetic1m,0.01,mean,800,5,0.03,0.0079,60121,0.1004486083984375
our-cpp,synthetic1m,0.01,mean,1000,4,0.035,0.0073,68267,0.10194778442382812
our-cpp,synthetic1m,0.01,mean,1200,4,0.041,0.0083,79070,0.1030731201171875
our-cpp,synthetic1m,0.01,variance,200,6,0.012,0.0083,20198,0.10332489013671875
our-cpp,synthetic1m,0.01,variance,400,5,0.019,0.0094,33451,0.10332489013671875
our-cpp,synthetic1m,0.01,variance,600,4,0.026,0.0093,43950,0.10332489013671875
our-cpp,synthetic1m,0.01,variance,800,4,0.033,0.0097,55053,0.10332489013671875
our-cpp,synthetic1m,0.01,variance,1000,4,0.04,0.0042,65871,0.10332489013671875
our-cpp,synthetic1m,0.01,variance,1200,4,0.046,0.0075,73761,0.10357666015625
our-cpp,synthetic1m,0.01,max,200,1,0.005,0.0015,8122,0.10382843017578125
our-cpp,synthetic1m,0.01,max,400,1,0.008,0.0012,14127,0.10382843017578125
our-cpp,synthetic1m,0.01,max,600,1,0.011,0.0003,20315,0.10382843017578125
our-cpp,synthetic1m,0.01,max,800,1,0.02,0.0002,27630,0.10550689697265625
our-cpp,synthetic1m,0.01,max,1000,1,0.018,0.0002,31428,0.10550689697265625
our-cpp,synthetic1m,0.01,max,1200,1,0.02,0.0001,36862,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,200,4,0.009,0.0065,16999,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,400,3,0.015,0.0071,28656,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,600,3,0.021,0.0061,39291,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,800,2,0.024,0.0091,44843,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,1000,2,0.03,0.0079,53065,0.10550689697265625
our-cpp,synthetic1m,0.01,L2,1200,2,0.035,0.0077,59515,0.10601806640625
our-cpp,synthetic1m,0.01,weightsum,200,3,0.008,0.0096,15472,0.10626983642578125
our-cpp,synthetic1m,0.01,weightsum,400,3,0.015,0.0073,27010,0.10626983642578125
our-cpp,synthetic1m,0.01,weightsum,600,2,0.019,0.0096,33753,0.10626983642578125
our-cpp,synthetic1m,0.01,weightsum,800,2,0.024,0.0084,43435,0.10626983642578125
our-cpp,synthetic1m,0.01,weightsum,1000,2,0.029,0.0077,52317,0.10626983642578125
our-cpp,synthetic1m,0.01,weightsum,1200,2,0.034,0.0068,61467,0.10626983642578125
our-cpp,synthetic1m,0.01,L22,200,2,0.005,0.0037,4945,0.1065216064453125
our-cpp,synthetic1m,0.01,L22,400,1,0.007,0.007,6935,0.1065216064453125
our-cpp,synthetic1m,0.01,L22,600,1,0.009,0.0061,10070,0.1065216064453125
our-cpp,synthetic1m,0.01,L22,800,1,0.013,0.0052,12767,0.1065216064453125
our-cpp,synthetic1m,0.01,L22,1000,1,0.016,0.0047,15432,0.1065216064453125
our-cpp,synthetic1m,0.01,L22,1200,1,0.018,0.0045,18134,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,200,3,0.009,0.008,15165,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,400,3,0.017,0.006,27223,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,600,2,0.021,0.0073,34981,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,800,2,0.027,0.0087,43253,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,1000,2,0.031,0.0064,52870,0.1065216064453125
our-cpp,synthetic1m,0.01,L2LN,1200,1,0.03,0.0098,48996,0.10702133178710938
our-cpp,synthetic1m,0.0,func1,200,0,0.002,0.0,1149,0.10727310180664062
our-cpp,synthetic1m,0.0,func1,400,0,0.004,0.0,2137,0.10727310180664062
our-cpp,synthetic1m,0.0,func1,600,0,0.005,0.0,3049,0.10727310180664062
our-cpp,synthetic1m,0.0,func1,800,0,0.007,0.0,3943,0.10727310180664062
our-cpp,synthetic1m,0.0,func1,1000,0,0.008,0.0,4821,0.10727310180664062
our-cpp,synthetic1m,0.0,func1,1200,0,0.01,0.0,5628,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,200,0,0.002,0.0,1149,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,400,0,0.003,0.0,2137,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,600,0,0.005,0.0,3049,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,800,0,0.006,0.0,3943,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,1000,0,0.008,0.0,4821,0.10727310180664062
our-cpp,synthetic1m,0.0,boxcox0,1200,0,0.01,0.0,5628,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,200,11,0.006,0.0,6247,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,400,10,0.01,0.0,10667,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,600,16,0.016,0.0,14827,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,800,15,0.02,0.0,18100,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,1000,13,0.023,0.0,21960,0.10727310180664062
our-cpp,synthetic1m,0.0,plus,1200,14,0.028,0.0,24881,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,200,12,0.006,0.0,6376,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,400,12,0.01,0.0,10723,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,600,12,0.014,0.0,15024,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,800,12,0.019,0.0,18784,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,1000,12,0.022,0.0,22441,0.10727310180664062
our-cpp,synthetic1m,0.0,minus,1200,12,0.026,0.0,25946,0.10802841186523438
our-cpp,synthetic1m,0.0,multi,200,10,0.005,0.0,5930,0.10828018188476562
our-cpp,synthetic1m,0.0,multi,400,9,0.009,0.0,9592,0.10828018188476562
our-cpp,synthetic1m,0.0,multi,600,9,0.013,0.0,13456,0.10828018188476562
our-cpp,synthetic1m,0.0,multi,800,11,0.017,0.0,16977,0.10828018188476562
our-cpp,synthetic1m,0.0,multi,1000,11,0.022,0.0,19829,0.10878372192382812
our-cpp,synthetic1m,0.0,multi,1200,9,0.024,0.0,23017,0.10979080200195312
our-cpp,synthetic1m,0.0,devide,200,10,0.006,0.0,5865,0.11004257202148438
our-cpp,synthetic1m,0.0,devide,400,10,0.009,0.0,9566,0.11004257202148438
our-cpp,synthetic1m,0.0,devide,600,10,0.014,0.0,13633,0.11004257202148438
our-cpp,synthetic1m,0.0,devide,800,10,0.017,0.0,17200,0.11004257202148438
our-cpp,synthetic1m,0.0,devide,1000,9,0.021,0.0,20651,0.11029434204101562
our-cpp,synthetic1m,0.0,devide,1200,6,0.022,0.0,23655,0.11130142211914062
our-cpp,synthetic1m,0.0,mean,200,28,0.017,0.0,26366,0.11709213256835938
our-cpp,synthetic1m,0.0,mean,400,29,0.028,0.0,44622,0.11709213256835938
our-cpp,synthetic1m,0.0,mean,600,27,0.039,0.0,62600,0.11785507202148438
our-cpp,synthetic1m,0.0,mean,800,27,0.049,0.0,76191,0.11951446533203125
our-cpp,synthetic1m,0.0,mean,1000,27,0.06,0.0,90824,0.12166595458984375
our-cpp,synthetic1m,0.0,mean,1200,26,0.07,0.0,96379,0.12421035766601562
our-cpp,synthetic1m,0.0,variance,200,23,0.016,0.0,23022,0.12446212768554688
our-cpp,synthetic1m,0.0,variance,400,22,0.026,0.0,38690,0.12446212768554688
our-cpp,synthetic1m,0.0,variance,600,20,0.036,0.0,53126,0.12446212768554688
our-cpp,synthetic1m,0.0,variance,800,20,0.046,0.0,65968,0.12446212768554688
our-cpp,synthetic1m,0.0,variance,1000,22,0.058,0.0,75460,0.12572097778320312
our-cpp,synthetic1m,0.0,variance,1200,20,0.065,0.0,87053,0.12742233276367188
our-cpp,synthetic1m,0.0,max,200,5,0.006,0.0,8770,0.12767410278320312
our-cpp,synthetic1m,0.0,max,400,5,0.009,0.0,14470,0.12767410278320312
our-cpp,synthetic1m,0.0,max,600,3,0.013,0.0,20210,0.12767410278320312
our-cpp,synthetic1m,0.0,max,800,5,0.029,0.0,25449,0.12798309326171875
our-cpp,synthetic1m,0.0,max,1000,4,0.021,0.0,30839,0.12798309326171875
our-cpp,synthetic1m,0.0,max,1200,4,0.024,0.0,36086,0.12798309326171875
our-cpp,synthetic1m,0.0,L2,200,33,0.017,0.0,22692,0.12798309326171875
our-cpp,synthetic1m,0.0,L2,400,24,0.027,0.0,39055,0.12798309326171875
our-cpp,synthetic1m,0.0,L2,600,21,0.035,0.0,55589,0.12798309326171875
our-cpp,synthetic1m,0.0,L2,800,19,0.045,0.0,67635,0.12873077392578125
our-cpp,synthetic1m,0.0,L2,1000,19,0.053,0.0,80435,0.1309051513671875
our-cpp,synthetic1m,0.0,L2,1200,24,0.065,0.0,92552,0.133453369140625
our-cpp,synthetic1m,0.0,weightsum,200,19,0.013,0.0,19438,0.13370513916015625
our-cpp,synthetic1m,0.0,weightsum,400,19,0.023,0.0,34388,0.13370513916015625
our-cpp,synthetic1m,0.0,weightsum,600,18,0.032,0.0,49272,0.13370513916015625
our-cpp,synthetic1m,0.0,weightsum,800,19,0.041,0.0,60568,0.13370513916015625
our-cpp,synthetic1m,0.0,weightsum,1000,16,0.048,0.0,73957,0.13516616821289062
our-cpp,synthetic1m,0.0,weightsum,1200,15,0.055,0.0,83552,0.137481689453125
our-cpp,synthetic1m,0.0,L22,200,10,0.008,0.0,6425,0.13773345947265625
our-cpp,synthetic1m,0.0,L22,400,11,0.012,0.0,9309,0.13773345947265625
our-cpp,synthetic1m,0.0,L22,600,9,0.015,0.0,12909,0.13773345947265625
our-cpp,synthetic1m,0.0,L22,800,11,0.021,0.0,16457,0.13773345947265625
our-cpp,synthetic1m,0.0,L22,1000,9,0.023,0.0,19848,0.13773345947265625
our-cpp,synthetic1m,0.0,L22,1200,10,0.027,0.0,23011,0.13773345947265625
our-cpp,synthetic1m,0.0,L2LN,200,23,0.016,0.0,22056,0.13773345947265625
our-cpp,synthetic1m,0.0,L2LN,400,20,0.026,0.0,38069,0.13773345947265625
our-cpp,synthetic1m,0.0,L2LN,600,19,0.036,0.0,53940,0.13773345947265625
our-cpp,synthetic1m,0.0,L2LN,800,17,0.044,0.0,65933,0.13921356201171875
our-cpp,synthetic1m,0.0,L2LN,1000,19,0.053,0.0,78600,0.14072418212890625
our-cpp,synthetic1m,0.0,L2LN,1200,26,0.066,0.0,87371,0.14266586303710938
our-cpp,synthetic2m,0.1,func1,200,0,0.003,0.0,1228,0.102142333984375
our-cpp,synthetic2m,0.1,func1,400,0,0.005,0.0,2288,0.102142333984375
our-cpp,synthetic2m,0.1,func1,600,0,0.007,0.0,3289,0.102142333984375
our-cpp,synthetic2m,0.1,func1,800,0,0.009,0.0,4261,0.102142333984375
our-cpp,synthetic2m,0.1,func1,1000,0,0.011,0.0,5223,0.102142333984375
our-cpp,synthetic2m,0.1,func1,1200,0,0.013,0.0,6090,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,200,0,0.002,0.0,1228,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,400,0,0.004,0.0,2288,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,600,0,0.007,0.0,3289,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,800,0,0.009,0.0,4261,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,1000,0,0.012,0.0,5223,0.102142333984375
our-cpp,synthetic2m,0.1,boxcox0,1200,0,0.013,0.0,6090,0.102142333984375
our-cpp,synthetic2m,0.1,plus,200,1,0.022,0.0288,3962,0.10320281982421875
our-cpp,synthetic2m,0.1,plus,400,0,0.007,0.0785,4576,0.10320281982421875
our-cpp,synthetic2m,0.1,plus,600,0,0.009,0.0681,6578,0.10320281982421875
our-cpp,synthetic2m,0.1,plus,800,0,0.012,0.0601,8523,0.10320281982421875
our-cpp,synthetic2m,0.1,plus,1000,0,0.015,0.0487,10447,0.10320281982421875
our-cpp,synthetic2m,0.1,plus,1200,0,0.017,0.0458,12180,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,200,1,0.005,0.0254,3724,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,400,1,0.008,0.0194,7015,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,600,0,0.009,0.0931,6578,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,800,0,0.012,0.0768,8523,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,1000,0,0.015,0.0741,10447,0.10320281982421875
our-cpp,synthetic2m,0.1,minus,1200,0,0.017,0.074,12180,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,200,0,0.003,0.0862,2457,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,400,0,0.006,0.0644,4576,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,600,0,0.009,0.0556,6578,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,800,0,0.012,0.0484,8523,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,1000,0,0.014,0.0415,10447,0.10320281982421875
our-cpp,synthetic2m,0.1,multi,1200,0,0.017,0.04,12180,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,200,1,0.005,0.0017,4195,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,400,0,0.006,0.0951,4576,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,600,0,0.009,0.038,6578,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,800,0,0.012,0.0484,8523,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,1000,0,0.015,0.0216,10447,0.10320281982421875
our-cpp,synthetic2m,0.1,devide,1200,0,0.017,0.0281,12180,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,200,1,0.011,0.0506,10011,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,400,0,0.015,0.0908,11441,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,600,0,0.02,0.0796,16447,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,800,0,0.026,0.0595,21309,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,1000,0,0.036,0.0579,26119,0.10320281982421875
our-cpp,synthetic2m,0.1,mean,1200,0,0.057,0.0566,30451,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,200,1,0.013,0.032,10490,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,400,1,0.023,0.0243,18795,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,600,0,0.024,0.0983,16447,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,800,0,0.032,0.0728,21309,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,1000,0,0.04,0.0518,26119,0.10320281982421875
our-cpp,synthetic2m,0.1,variance,1200,0,0.05,0.069,30451,0.10320281982421875
our-cpp,synthetic2m,0.1,max,200,0,0.008,0.0201,6143,0.10320281982421875
our-cpp,synthetic2m,0.1,max,400,0,0.013,0.0143,11441,0.10320281982421875
our-cpp,synthetic2m,0.1,max,600,0,0.019,0.0107,16447,0.10320281982421875
our-cpp,synthetic2m,0.1,max,800,0,0.023,0.0095,21309,0.10320281982421875
our-cpp,synthetic2m,0.1,max,1000,0,0.029,0.0085,26119,0.10320281982421875
our-cpp,synthetic2m,0.1,max,1200,0,0.034,0.0075,30451,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,200,0,0.007,0.0972,6143,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,400,0,0.013,0.0723,11441,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,600,0,0.019,0.053,16447,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,800,0,0.032,0.043,21309,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,1000,0,0.031,0.0454,26119,0.10320281982421875
our-cpp,synthetic2m,0.1,L2,1200,0,0.032,0.0425,30451,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,200,1,0.008,0.0296,10714,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,400,0,0.014,0.0861,11441,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,600,0,0.02,0.076,16447,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,800,0,0.027,0.0682,21309,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,1000,0,0.034,0.0629,26119,0.10320281982421875
our-cpp,synthetic2m,0.1,weightsum,1200,0,0.079,0.0612,30451,0.10369110107421875
our-cpp,synthetic2m,0.1,L22,200,1,0.006,0.0219,4173,0.10447311401367188
our-cpp,synthetic2m,0.1,L22,400,0,0.008,0.0763,4576,0.10447311401367188
our-cpp,synthetic2m,0.1,L22,600,0,0.011,0.0665,6578,0.10447311401367188
our-cpp,synthetic2m,0.1,L22,800,0,0.013,0.0593,8523,0.10447311401367188
our-cpp,synthetic2m,0.1,L22,1000,0,0.016,0.0451,10447,0.10447311401367188
our-cpp,synthetic2m,0.1,L22,1200,0,0.019,0.041,12180,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,200,0,0.01,0.0666,6143,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,400,0,0.016,0.0496,11441,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,600,0,0.021,0.0422,16447,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,800,0,0.028,0.0317,21309,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,1000,0,0.038,0.0331,26119,0.10447311401367188
our-cpp,synthetic2m,0.1,L2LN,1200,0,0.036,0.0272,30451,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,200,0,0.002,0.0,1228,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,400,0,0.005,0.0,2288,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,600,0,0.007,0.0,3289,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,800,0,0.008,0.0,4261,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,1000,0,0.01,0.0,5223,0.10447311401367188
our-cpp,synthetic2m,0.05,func1,1200,0,0.011,0.0,6090,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,200,0,0.002,0.0,1228,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,400,0,0.004,0.0,2288,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,600,0,0.006,0.0,3289,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,800,0,0.009,0.0,4261,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,1000,0,0.01,0.0,5223,0.10447311401367188
our-cpp,synthetic2m,0.05,boxcox0,1200,0,0.012,0.0,6090,0.10447311401367188
our-cpp,synthetic2m,0.05,plus,200,1,0.005,0.0288,3892,0.10447311401367188
our-cpp,synthetic2m,0.05,plus,400,1,0.009,0.024,6791,0.10447311401367188
our-cpp,synthetic2m,0.05,plus,600,1,0.013,0.0218,9658,0.1049041748046875
our-cpp,synthetic2m,0.05,plus,800,1,0.018,0.0204,12321,0.10512542724609375
our-cpp,synthetic2m,0.05,plus,1000,0,0.014,0.0487,10447,0.10512542724609375
our-cpp,synthetic2m,0.05,plus,1200,0,0.017,0.0458,12180,0.10512542724609375
