method,data,errorbound,function,width,iterations,time(s),error,nodecount,memory(GB)
our-cpp,synthetic64m,0.0,minus,1000,16,0.086,0.0,59155,0.4067192077636719
our-cpp,synthetic64m,0.0,minus,1200,17,0.101,0.0,68472,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,200,11,0.018,0.0,11873,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,400,11,0.031,0.0,21675,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,600,11,0.046,0.0,31297,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,800,14,0.068,0.0,40051,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,1000,10,0.08,0.0,49989,0.4067192077636719
our-cpp,synthetic64m,0.0,multi,1200,10,0.093,0.0,57613,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,200,4,0.017,0.0,10985,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,400,6,0.031,0.0,21014,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,600,6,0.046,0.0,30550,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,800,6,0.065,0.0,38939,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,1000,6,0.074,0.0,48377,0.4067192077636719
our-cpp,synthetic64m,0.0,devide,1200,6,0.085,0.0,56013,0.4067192077636719
our-cpp,synthetic64m,0.0,mean,200,44,0.079,0.0,64983,0.4067649841308594
our-cpp,synthetic64m,0.0,mean,400,44,0.119,0.0,120171,0.4067649841308594
our-cpp,synthetic64m,0.0,mean,600,94,0.184,0.0,172102,0.4067649841308594
our-cpp,synthetic64m,0.0,mean,800,41,0.218,0.0,222752,0.4078330993652344
our-cpp,synthetic64m,0.0,mean,1000,60,0.34,0.0,276377,0.4102668762207031
our-cpp,synthetic64m,0.0,mean,1200,69,0.34,0.0,318184,0.41201019287109375
our-cpp,synthetic64m,0.0,variance,200,36,0.065,0.0,56140,0.41201019287109375
our-cpp,synthetic64m,0.0,variance,400,32,0.109,0.0,104306,0.4122314453125
our-cpp,synthetic64m,0.0,variance,600,35,0.165,0.0,148131,0.4124412536621094
our-cpp,synthetic64m,0.0,variance,800,44,0.216,0.0,190272,0.4124412536621094
our-cpp,synthetic64m,0.0,variance,1000,43,0.269,0.0,229980,0.4124412536621094
our-cpp,synthetic64m,0.0,variance,1200,43,0.312,0.0,270787,0.4124412536621094
our-cpp,synthetic64m,0.0,max,200,3,0.034,0.0,12859,0.4124412536621094
our-cpp,synthetic64m,0.0,max,400,3,0.061,0.0,23988,0.4124412536621094
our-cpp,synthetic64m,0.0,max,600,3,0.085,0.0,34932,0.4124412536621094
our-cpp,synthetic64m,0.0,max,800,3,0.112,0.0,45632,0.4124412536621094
our-cpp,synthetic64m,0.0,max,1000,3,0.144,0.0,57457,0.4124412536621094
our-cpp,synthetic64m,0.0,max,1200,6,0.157,0.0,65895,0.4124412536621094
our-cpp,synthetic64m,0.0,L2,200,30,0.056,0.0,48721,0.4124412536621094
our-cpp,synthetic64m,0.0,L2,400,29,0.109,0.0,87852,0.41402435302734375
our-cpp,synthetic64m,0.0,L2,600,22,0.148,0.0,128749,0.41402435302734375
our-cpp,synthetic64m,0.0,L2,800,47,0.199,0.0,166266,0.41402435302734375
our-cpp,synthetic64m,0.0,L2,1000,43,0.244,0.0,207993,0.41402435302734375
our-cpp,synthetic64m,0.0,L2,1200,42,0.277,0.0,238063,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,200,23,0.056,0.0,48882,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,400,23,0.099,0.0,88425,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,600,22,0.158,0.0,129183,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,800,28,0.193,0.0,167434,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,1000,28,0.249,0.0,207190,0.4140434265136719
our-cpp,synthetic64m,0.0,weightsum,1200,32,0.286,0.0,243425,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,200,14,0.023,0.0,12400,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,400,17,0.039,0.0,21146,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,600,11,0.052,0.0,29266,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,800,17,0.072,0.0,38034,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,1000,10,0.089,0.0,47775,0.4148101806640625
our-cpp,synthetic64m,0.0,L22,1200,17,0.105,0.0,56590,0.4148101806640625
our-cpp,synthetic64m,0.0,L2LN,200,27,0.055,0.0,44957,0.4148101806640625
our-cpp,synthetic64m,0.0,L2LN,400,23,0.1,0.0,83177,0.41582489013671875
our-cpp,synthetic64m,0.0,L2LN,600,26,0.144,0.0,120326,0.41582489013671875
our-cpp,synthetic64m,0.0,L2LN,800,19,0.18,0.0,154356,0.41582489013671875
our-cpp,synthetic64m,0.0,L2LN,1000,23,0.25,0.0,195442,0.41582489013671875
our-cpp,synthetic64m,0.0,L2LN,1200,26,0.27,0.0,226020,0.4158668518066406
our-cpp,synthetic128m,0.1,func1,200,0,0.007,0.0,1625,0.5998649597167969
our-cpp,synthetic128m,0.1,func1,400,0,0.012,0.0,3081,0.5998649597167969
our-cpp,synthetic128m,0.1,func1,600,0,0.016,0.0,4473,0.5998649597167969
our-cpp,synthetic128m,0.1,func1,800,0,0.022,0.0,5833,0.5998649597167969
our-cpp,synthetic128m,0.1,func1,1000,0,0.029,0.0,7499,0.5998649597167969
our-cpp,synthetic128m,0.1,func1,1200,0,0.029,0.0,8459,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,200,0,0.005,0.0,1625,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,400,0,0.01,0.0,3081,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,600,0,0.015,0.0,4473,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,800,0,0.02,0.0,5833,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,1000,0,0.027,0.0,7499,0.5998649597167969
our-cpp,synthetic128m,0.1,boxcox0,1200,0,0.03,0.0,8459,0.5998649597167969
our-cpp,synthetic128m,0.1,plus,200,1,0.025,0.0226,7503,0.6008110046386719
our-cpp,synthetic128m,0.1,plus,400,0,0.035,0.0902,6162,0.6008110046386719
our-cpp,synthetic128m,0.1,plus,600,0,0.051,0.0578,8947,0.6008110046386719
our-cpp,synthetic128m,0.1,plus,800,0,0.073,0.0671,11667,0.6008110046386719
our-cpp,synthetic128m,0.1,plus,1000,0,0.097,0.0438,14998,0.6008110046386719
our-cpp,synthetic128m,0.1,plus,1200,0,0.125,0.0443,16918,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,200,1,0.026,0.0211,7558,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,400,0,0.039,0.0723,6162,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,600,0,0.058,0.0633,8947,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,800,0,0.075,0.0578,11667,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,1000,0,0.093,0.0534,14998,0.6008110046386719
our-cpp,synthetic128m,0.1,minus,1200,0,0.122,0.0486,16918,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,200,1,0.03,0.0214,7652,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,400,0,0.042,0.0859,6162,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,600,0,0.051,0.058,8947,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,800,0,0.053,0.0617,11667,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,1000,0,0.067,0.0521,14998,0.6008110046386719
our-cpp,synthetic128m,0.1,multi,1200,0,0.079,0.0454,16918,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,200,0,0.013,0.0857,3250,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,400,0,0.023,0.0629,6162,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,600,0,0.039,0.0526,8947,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,800,0,0.051,0.0368,11667,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,1000,0,0.068,0.0161,14998,0.6008110046386719
our-cpp,synthetic128m,0.1,devide,1200,0,0.075,0.0428,16918,0.6008110046386719
our-cpp,synthetic128m,0.1,mean,200,1,0.052,0.0519,18884,0.603729248046875
our-cpp,synthetic128m,0.1,mean,400,0,0.07,0.0931,15407,0.603729248046875
our-cpp,synthetic128m,0.1,mean,600,0,0.106,0.0782,22369,0.603729248046875
our-cpp,synthetic128m,0.1,mean,800,0,0.124,0.0718,29169,0.603729248046875
our-cpp,synthetic128m,0.1,mean,1000,0,0.191,0.0577,37495,0.603729248046875
our-cpp,synthetic128m,0.1,mean,1200,0,0.249,0.057,42295,0.603729248046875
our-cpp,synthetic128m,0.1,variance,200,1,0.049,0.0377,18926,0.603729248046875
our-cpp,synthetic128m,0.1,variance,400,1,0.086,0.0228,36037,0.6038131713867188
our-cpp,synthetic128m,0.1,variance,600,1,0.131,0.0195,52691,0.6048355102539062
our-cpp,synthetic128m,0.1,variance,800,0,0.136,0.0776,29169,0.6048355102539062
our-cpp,synthetic128m,0.1,variance,1000,0,0.22,0.0715,37495,0.6048355102539062
our-cpp,synthetic128m,0.1,variance,1200,0,0.321,0.0613,42295,0.6048355102539062
our-cpp,synthetic128m,0.1,max,200,0,0.063,0.0167,8127,0.6048355102539062
our-cpp,synthetic128m,0.1,max,400,0,0.1,0.012,15407,0.6048355102539062
our-cpp,synthetic128m,0.1,max,600,0,0.136,0.0096,22369,0.6048355102539062
our-cpp,synthetic128m,0.1,max,800,0,0.13,0.0083,29169,0.6048355102539062
our-cpp,synthetic128m,0.1,max,1000,0,0.144,0.0074,37495,0.6048355102539062
our-cpp,synthetic128m,0.1,max,1200,0,0.159,0.0066,42295,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,200,0,0.03,0.0758,8127,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,400,0,0.06,0.0606,15407,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,600,0,0.085,0.051,22369,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,800,0,0.115,0.0472,29169,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,1000,0,0.148,0.0376,37495,0.6048355102539062
our-cpp,synthetic128m,0.1,L2,1200,0,0.244,0.0359,42295,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,200,0,0.067,0.0847,8127,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,400,0,0.128,0.0662,15407,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,600,0,0.202,0.0561,22369,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,800,0,0.244,0.0517,29169,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,1000,0,0.297,0.0457,37495,0.6048355102539062
our-cpp,synthetic128m,0.1,weightsum,1200,0,0.353,0.0397,42295,0.6048355102539062
our-cpp,synthetic128m,0.1,L22,200,1,0.034,0.0104,7593,0.6050300598144531
our-cpp,synthetic128m,0.1,L22,400,0,0.048,0.077,6162,0.6050300598144531
our-cpp,synthetic128m,0.1,L22,600,0,0.053,0.0503,8947,0.6050300598144531
our-cpp,synthetic128m,0.1,L22,800,0,0.069,0.0613,11667,0.6050300598144531
our-cpp,synthetic128m,0.1,L22,1000,0,0.09,0.0342,14998,0.6050300598144531
our-cpp,synthetic128m,0.1,L22,1200,0,0.103,0.0392,16918,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,200,0,0.051,0.0843,8127,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,400,0,0.095,0.0587,15407,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,600,0,0.117,0.0465,22369,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,800,0,0.116,0.0448,29169,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,1000,0,0.144,0.039,37495,0.6050300598144531
our-cpp,synthetic128m,0.1,L2LN,1200,0,0.158,0.0349,42295,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,200,0,0.007,0.0,1625,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,400,0,0.012,0.0,3081,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,600,0,0.018,0.0,4473,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,800,0,0.026,0.0,5833,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,1000,0,0.029,0.0,7499,0.6050300598144531
our-cpp,synthetic128m,0.05,func1,1200,0,0.033,0.0,8459,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,200,0,0.005,0.0,1625,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,400,0,0.011,0.0,3081,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,600,0,0.017,0.0,4473,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,800,0,0.023,0.0,5833,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,1000,0,0.033,0.0,7499,0.6050300598144531
our-cpp,synthetic128m,0.05,boxcox0,1200,0,0.036,0.0,8459,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,200,1,0.015,0.0226,7318,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,400,1,0.028,0.0184,13472,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,600,1,0.041,0.0127,19678,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,800,1,0.054,0.01,25772,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,1000,0,0.061,0.0438,14998,0.6050300598144531
our-cpp,synthetic128m,0.05,plus,1200,0,0.072,0.0443,16918,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,200,1,0.016,0.0211,7288,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,400,1,0.04,0.0109,13813,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,600,1,0.058,0.0146,19926,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,800,1,0.074,0.0083,25653,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,1000,1,0.095,0.0088,32008,0.6050300598144531
our-cpp,synthetic128m,0.05,minus,1200,0,0.101,0.0486,16918,0.6050300598144531
our-cpp,synthetic128m,0.05,multi,200,1,0.02,0.0214,7274,0.6050300598144531
our-cpp,synthetic128m,0.05,multi,400,1,0.041,0.0191,13510,0.6050300598144531
our-cpp,synthetic128m,0.05,multi,600,1,0.056,0.0064,19847,0.6050300598144531
our-cpp,synthetic128m,0.05,multi,800,1,0.074,0.0056,25939,0.6050300598144531
our-cpp,synthetic128m,0.05,multi,1000,1,0.101,0.0052,32697,0.6050376892089844
our-cpp,synthetic128m,0.05,multi,1200,0,0.097,0.0454,16918,0.6050376892089844
our-cpp,synthetic128m,0.05,devide,200,1,0.019,0.0017,7225,0.6050376892089844
our-cpp,synthetic128m,0.05,devide,400,1,0.037,0.001,13656,0.6050376892089844
our-cpp,synthetic128m,0.05,devide,600,1,0.075,0.0005,20363,0.6050987243652344
our-cpp,synthetic128m,0.05,devide,800,0,0.069,0.0368,11667,0.6050987243652344
our-cpp,synthetic128m,0.05,devide,1000,0,0.093,0.0161,14998,0.6050987243652344
our-cpp,synthetic128m,0.05,devide,1200,0,0.111,0.0428,16918,0.6050987243652344
our-cpp,synthetic128m,0.05,mean,200,2,0.068,0.0256,25385,0.6051750183105469
our-cpp,synthetic128m,0.05,mean,400,1,0.097,0.042,35199,0.6051750183105469
our-cpp,synthetic128m,0.05,mean,600,1,0.138,0.0376,50446,0.6051864624023438
our-cpp,synthetic128m,0.05,mean,800,1,0.177,0.0353,66173,0.6054153442382812
our-cpp,synthetic128m,0.05,mean,1000,1,0.232,0.0206,83048,0.6062583923339844
our-cpp,synthetic128m,0.05,mean,1200,1,0.278,0.0192,95231,0.6072120666503906
our-cpp,synthetic128m,0.05,variance,200,1,0.051,0.0377,18709,0.6075668334960938
our-cpp,synthetic128m,0.05,variance,400,1,0.094,0.0228,35267,0.6077079772949219
our-cpp,synthetic128m,0.05,variance,600,1,0.152,0.0195,51439,0.6079139709472656
our-cpp,synthetic128m,0.05,variance,800,1,0.185,0.0165,67524,0.6079597473144531
our-cpp,synthetic128m,0.05,variance,1000,1,0.252,0.0153,84657,0.6079597473144531
our-cpp,synthetic128m,0.05,variance,1200,1,0.292,0.0133,96892,0.6079673767089844
our-cpp,synthetic128m,0.05,max,200,0,0.043,0.0167,8127,0.6079673767089844
our-cpp,synthetic128m,0.05,max,400,0,0.083,0.012,15407,0.6079673767089844
our-cpp,synthetic128m,0.05,max,600,0,0.125,0.0096,22369,0.6079673767089844
our-cpp,synthetic128m,0.05,max,800,0,0.164,0.0083,29169,0.6079673767089844
our-cpp,synthetic128m,0.05,max,1000,0,0.209,0.0074,37495,0.6079673767089844
our-cpp,synthetic128m,0.05,max,1200,0,0.168,0.0066,42295,0.6079673767089844
our-cpp,synthetic128m,0.05,L2,200,1,0.035,0.0253,18884,0.6079673767089844
our-cpp,synthetic128m,0.05,L2,400,1,0.087,0.0211,35675,0.6080131530761719
our-cpp,synthetic128m,0.05,L2,600,1,0.117,0.0191,51325,0.6080169677734375
our-cpp,synthetic128m,0.05,L2,800,0,0.134,0.0472,29169,0.6080169677734375
our-cpp,synthetic128m,0.05,L2,1000,0,0.156,0.0376,37495,0.6080169677734375
our-cpp,synthetic128m,0.05,L2,1200,0,0.175,0.0359,42295,0.6080169677734375
our-cpp,synthetic128m,0.05,weightsum,200,1,0.044,0.0277,18856,0.6080245971679688
our-cpp,synthetic128m,0.05,weightsum,400,1,0.108,0.0218,35651,0.6080245971679688
our-cpp,synthetic128m,0.05,weightsum,600,1,0.133,0.0194,51471,0.6080245971679688
our-cpp,synthetic128m,0.05,weightsum,800,1,0.173,0.018,67897,0.608062744140625
our-cpp,synthetic128m,0.05,weightsum,1000,0,0.202,0.0457,37495,0.608062744140625
our-cpp,synthetic128m,0.05,weightsum,1200,0,0.251,0.0397,42295,0.608062744140625
our-cpp,synthetic128m,0.05,L22,200,1,0.035,0.0104,7733,0.608154296875
our-cpp,synthetic128m,0.05,L22,400,1,0.05,0.0069,13750,0.608154296875
our-cpp,synthetic128m,0.05,L22,600,1,0.062,0.0048,20274,0.608154296875
our-cpp,synthetic128m,0.05,L22,800,1,0.078,0.0049,26127,0.608154296875
our-cpp,synthetic128m,0.05,L22,1000,0,0.088,0.0342,14998,0.608154296875
our-cpp,synthetic128m,0.05,L22,1200,0,0.112,0.0392,16918,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,200,1,0.069,0.0229,19729,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,400,1,0.092,0.0171,36754,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,600,0,0.098,0.0465,22369,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,800,0,0.123,0.0448,29169,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,1000,0,0.149,0.039,37495,0.608154296875
our-cpp,synthetic128m,0.05,L2LN,1200,0,0.162,0.0349,42295,0.608154296875
our-cpp,synthetic128m,0.01,func1,200,0,0.008,0.0,1625,0.608154296875
our-cpp,synthetic128m,0.01,func1,400,0,0.012,0.0,3081,0.608154296875
our-cpp,synthetic128m,0.01,func1,600,0,0.016,0.0,4473,0.608154296875
our-cpp,synthetic128m,0.01,func1,800,0,0.022,0.0,5833,0.608154296875
our-cpp,synthetic128m,0.01,func1,1000,0,0.028,0.0,7499,0.608154296875
our-cpp,synthetic128m,0.01,func1,1200,0,0.031,0.0,8459,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,200,0,0.005,0.0,1625,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,400,0,0.01,0.0,3081,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,600,0,0.014,0.0,4473,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,800,0,0.02,0.0,5833,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,1000,0,0.028,0.0,7499,0.608154296875
our-cpp,synthetic128m,0.01,boxcox0,1200,0,0.03,0.0,8459,0.608154296875
our-cpp,synthetic128m,0.01,plus,200,2,0.018,0.0076,9791,0.608154296875
our-cpp,synthetic128m,0.01,plus,400,2,0.036,0.006,18393,0.608154296875
our-cpp,synthetic128m,0.01,plus,600,2,0.058,0.0058,26404,0.608154296875
our-cpp,synthetic128m,0.01,plus,800,1,0.059,0.01,26012,0.608154296875
our-cpp,synthetic128m,0.01,plus,1000,1,0.075,0.0089,32414,0.608154296875
our-cpp,synthetic128m,0.01,plus,1200,2,0.094,0.0048,49711,0.608154296875
our-cpp,synthetic128m,0.01,minus,200,3,0.018,0.004,10845,0.608154296875
our-cpp,synthetic128m,0.01,minus,400,2,0.033,0.0045,17819,0.608154296875
our-cpp,synthetic128m,0.01,minus,600,2,0.045,0.0087,24802,0.608154296875
our-cpp,synthetic128m,0.01,minus,800,1,0.054,0.0083,25162,0.608154296875
our-cpp,synthetic128m,0.01,minus,1000,1,0.071,0.0088,32048,0.608154296875
our-cpp,synthetic128m,0.01,minus,1200,1,0.086,0.0071,36812,0.608154296875
our-cpp,synthetic128m,0.01,multi,200,2,0.017,0.0041,9061,0.608154296875
our-cpp,synthetic128m,0.01,multi,400,2,0.032,0.0033,16916,0.608154296875
our-cpp,synthetic128m,0.01,multi,600,1,0.044,0.0064,19904,0.608154296875
our-cpp,synthetic128m,0.01,multi,800,1,0.059,0.0056,26004,0.608154296875
our-cpp,synthetic128m,0.01,multi,1000,1,0.073,0.0052,32487,0.608154296875
our-cpp,synthetic128m,0.01,multi,1200,1,0.083,0.0049,37241,0.608154296875
our-cpp,synthetic128m,0.01,devide,200,1,0.015,0.0017,7184,0.608154296875
our-cpp,synthetic128m,0.01,devide,400,1,0.029,0.001,13643,0.608154296875
our-cpp,synthetic128m,0.01,devide,600,1,0.044,0.0005,19581,0.608154296875
our-cpp,synthetic128m,0.01,devide,800,1,0.058,0.0004,25975,0.608154296875
our-cpp,synthetic128m,0.01,devide,1000,1,0.074,0.0003,32354,0.608154296875
our-cpp,synthetic128m,0.01,devide,1200,1,0.087,0.0003,38244,0.608154296875
our-cpp,synthetic128m,0.01,mean,200,6,0.048,0.0081,37698,0.6082115173339844
our-cpp,synthetic128m,0.01,mean,400,5,0.087,0.0089,66112,0.6082115173339844
our-cpp,synthetic128m,0.01,mean,600,4,0.126,0.0094,87556,0.608245849609375
our-cpp,synthetic128m,0.01,mean,800,4,0.16,0.0087,116480,0.60906982421875
our-cpp,synthetic128m,0.01,mean,1000,3,0.197,0.0085,128857,0.61065673828125
our-cpp,synthetic128m,0.01,mean,1200,3,0.226,0.0079,150748,0.6116256713867188
our-cpp,synthetic128m,0.01,variance,200,4,0.047,0.007,31869,0.6125946044921875
our-cpp,synthetic128m,0.01,variance,400,3,0.099,0.0074,54674,0.6129646301269531
our-cpp,synthetic128m,0.01,variance,600,2,0.15,0.0099,68452,0.6130027770996094
our-cpp,synthetic128m,0.01,variance,800,2,0.194,0.0086,88917,0.6130905151367188
our-cpp,synthetic128m,0.01,variance,1000,2,0.255,0.0078,110351,0.6130905151367188
our-cpp,synthetic128m,0.01,variance,1200,2,0.293,0.0071,126602,0.6130905151367188
our-cpp,synthetic128m,0.01,max,200,1,0.042,0.0005,13621,0.6130905151367188
our-cpp,synthetic128m,0.01,max,400,1,0.084,0.0002,25887,0.6130905151367188
our-cpp,synthetic128m,0.01,max,600,0,0.126,0.0096,22369,0.6130905151367188
our-cpp,synthetic128m,0.01,max,800,0,0.151,0.0083,29169,0.6130905151367188
our-cpp,synthetic128m,0.01,max,1000,0,0.196,0.0074,37495,0.6130905151367188
our-cpp,synthetic128m,0.01,max,1200,0,0.222,0.0066,42295,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,200,3,0.056,0.0085,28093,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,400,3,0.102,0.0073,53249,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,600,3,0.146,0.0065,77988,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,800,2,0.153,0.0098,86176,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,1000,2,0.194,0.0057,106962,0.6130905151367188
our-cpp,synthetic128m,0.01,L2,1200,2,0.226,0.0053,126884,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,200,3,0.044,0.0094,27867,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,400,3,0.082,0.0076,53783,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,600,2,0.122,0.0097,67462,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,800,2,0.147,0.0091,88689,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,1000,2,0.191,0.0084,110851,0.6130905151367188
our-cpp,synthetic128m,0.01,weightsum,1200,2,0.22,0.008,129051,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,200,2,0.02,0.0039,9336,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,400,1,0.031,0.0069,13409,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,600,1,0.046,0.0048,19617,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,800,1,0.061,0.0049,25701,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,1000,1,0.078,0.0038,31888,0.6130905151367188
our-cpp,synthetic128m,0.01,L22,1200,1,0.092,0.0037,37378,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,200,3,0.043,0.0076,28725,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,400,2,0.078,0.0083,46620,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,600,2,0.115,0.0059,67480,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,800,2,0.157,0.0051,88839,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,1000,2,0.197,0.0048,111130,0.6130905151367188
our-cpp,synthetic128m,0.01,L2LN,1200,1,0.206,0.0097,98557,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,200,0,0.008,0.0,1625,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,400,0,0.014,0.0,3081,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,600,0,0.021,0.0,4473,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,800,0,0.027,0.0,5833,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,1000,0,0.036,0.0,7499,0.6130905151367188
our-cpp,synthetic128m,0.0,func1,1200,0,0.041,0.0,8459,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,200,0,0.006,0.0,1625,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,400,0,0.012,0.0,3081,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,600,0,0.017,0.0,4473,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,800,0,0.022,0.0,5833,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,1000,0,0.032,0.0,7499,0.6130905151367188
our-cpp,synthetic128m,0.0,boxcox0,1200,0,0.035,0.0,8459,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,200,22,0.027,0.0,14375,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,400,22,0.047,0.0,26172,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,600,22,0.064,0.0,36522,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,800,22,0.085,0.0,47104,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,1000,19,0.104,0.0,58989,0.6130905151367188
our-cpp,synthetic128m,0.0,plus,1200,19,0.123,0.0,68116,0.6130905151367188
our-cpp,synthetic128m,0.0,minus,200,17,0.024,0.0,13658,0.6130905151367188
our-cpp,synthetic128m,0.0,minus,400,14,0.043,0.0,25288,0.6130905151367188
